name,score,user score,critics,users,platform,rating
TRON: Evolution,58,59.0,51,48,Xbox360,63.94
Ryse: Son of Rome,60,63.0,77,1621,XboxOne,63.94
Front Mission Evolved,58,61.0,52,28,Xbox360,63.88
Alone in the Dark,58,55.0,53,172,Xbox360,63.82
Crackdown 3,60,42.0,82,1007,XboxOne,63.78
Steel Diver,58,63.0,55,32,3DS,63.71
Sacred 3,57,15.0,47,518,PC,63.69
Mario Party: Island Tour,57,60.0,47,154,3DS,63.69
The King of Fighters XII,57,52.0,48,49,PlayStation3,63.62
Dark Void,59,57.0,69,69,Xbox360,63.61
Silent Hill: Book of Memories,58,50.0,57,119,PlayStationVita,63.6
Mario Tennis: Ultra Smash,58,52.0,58,169,WiiU,63.54
Spider-Man: Edge of Time,57,70.0,50,43,Xbox360,63.49
DRIV3R,57,58.0,51,119,PlayStation2,63.42
Dirge of Cerberus: Final Fantasy VII,57,79.0,51,265,PlayStation2,63.42
Anthem,59,40.0,76,3642,PC,63.35
1-2-Switch,58,48.0,63,448,Switch,63.29
The Getaway: Black Monday,57,78.0,53,58,PlayStation2,63.29
WWE WrestleMania 21,56,69.0,48,49,Xbox,63.12
Star Ocean: Integrity and Faithlessness,58,64.0,67,269,PlayStation4,63.11
Tenchu Z,56,74.0,51,69,Xbox360,62.9
Little Deviants,57,55.0,62,60,PlayStationVita,62.77
Start the Party!,55,55.0,47,20,PlayStation3,62.69
Tom Clancy's Ghost Recon: Breakpoint,56,28.0,56,976,PlayStation4,62.56
Sniper: Ghost Warrior 3,55,64.0,49,252,PlayStation4,62.53
DRIV3R,56,48.0,57,74,Xbox,62.5
Lost: Via Domus,55,63.0,50,63,Xbox360,62.46
Predator: Hunting Grounds,56,62.0,61,247,PlayStation4,62.26
Deadly Premonition 2: A Blessing in Disguise,56,53.0,63,175,Switch,62.15
Duke Nukem Forever,54,58.0,48,1228,PC,62.11
Homefront: The Revolution,54,40.0,48,367,PC,62.11
Jump Force,56,44.0,64,267,PlayStation4,62.09
The Tomorrow Children,54,58.0,49,85,PlayStation4,62.02
Super Monkey Ball 3D,55,55.0,57,41,3DS,61.95
The Lord of the Rings: Conquest,55,70.0,58,119,Xbox360,61.89
Fable Heroes,55,47.0,58,32,Xbox360,61.89
Sonic and the Black Knight,54,69.0,51,257,Wii,61.86
Bullet Witch,55,59.0,59,45,Xbox360,61.82
Kinect Star Wars,55,38.0,61,154,Xbox360,61.7
Army of Two: The Devil's Cartel,54,62.0,55,204,Xbox360,61.55
Valkyria Revolution,54,58.0,56,92,PlayStation4,61.48
Rise of Nightmares,54,77.0,56,48,Xbox360,61.48
Haze,55,64.0,65,314,PlayStation3,61.46
FaceBreaker,54,63.0,57,22,Xbox360,61.41
Inversion,53,65.0,51,74,Xbox360,61.34
Gangs of London,52,68.0,47,22,PSP,61.19
Eat Lead: The Return of Matt Hazard,53,71.0,53,29,Xbox360,61.17
Lair,53,64.0,55,239,PlayStation3,61.01
Transformers: The Game,52,56.0,50,41,Xbox360,60.91
Fairytale Fights,51,57.0,47,13,Xbox360,60.69
Superman Returns,51,60.0,48,54,Xbox360,60.59
Duke Nukem Forever,51,48.0,48,306,PlayStation3,60.59
Ape Escape Academy,51,63.0,48,11,PSP,60.59
Bodycount,53,47.0,61,76,Xbox360,60.57
Resident Evil: Operation Raccoon City,52,49.0,56,354,Xbox360,60.39
X-Men: The Official Game,52,60.0,57,23,Xbox360,60.31
Knack,54,64.0,83,1291,PlayStation4,59.92
Mighty No. 9,52,36.0,64,359,PlayStation4,59.79
Fuzion Frenzy 2,49,54.0,47,33,Xbox360,59.69
Daylight,51,43.0,59,196,PC,59.6
Aliens: Colonial Marines,48,39.0,47,461,Xbox360,59.19
Vane,49,54.0,53,34,PlayStation4,59.05
Terminator Salvation,48,49.0,50,59,Xbox360,58.85
X-Men: Destiny,47,50.0,51,76,Xbox360,58.22
Sonic Free Riders,47,23.0,52,130,Xbox360,58.1
007 Legends,45,45.0,49,77,Xbox360,57.43
Duke Nukem Forever,49,45.0,76,479,Xbox360,57.17
Call of Juarez: The Cartel,47,57.0,62,113,Xbox360,57.08
Teenage Mutant Ninja Turtles: Mutants in Manhattan,44,55.0,49,178,PlayStation4,56.92
Hatred,43,47.0,48,669,PC,56.55
Naughty Bear,43,56.0,51,72,Xbox360,56.13
Devil's Third,43,67.0,54,307,WiiU,55.74
G.I. Joe: The Rise of Cobra,42,47.0,59,22,Xbox360,54.59
Umbrella Corps,38,25.0,55,174,PlayStation4,52.92
Godzilla,38,33.0,56,279,PlayStation4,52.78
Steel Battalion: Heavy Armor,38,25.0,58,94,Xbox360,52.5
Call of Duty: Black Ops Declassified,33,50.0,58,505,PlayStationVita,49.73
